date,tv_impressions,tv_spend,search_impressions,search_spend,social_impressions,social_spend,video_impressions,video_spend,promo_index,distribution_index,seasonality_index,price,revenue
2023-03-12,16486336.626035152,177912.74579754873,9485506.024970772,87407.12732774662,6196048.6086040465,42689.47331945087,11423996.823386263,128554.51982993579,0.3942482216362387,0.7175163867125197,0.5540466279529794,9.924816017642208,1336422.0828275224
2023-03-19,16484294.794217905,170473.98847865633,9954061.262328936,90620.21934168694,8614420.087063078,62223.99594273867,9832815.877506834,97504.62330783265,0.4916346383513441,0.7589394793228881,0.6135677805616474,9.724267365189247,1351598.2274567373
2023-03-26,17234142.569050625,208123.28698593602,8192494.481583652,74844.90439677188,7068660.639738021,52886.06196622133,8749773.31030323,93315.54216272825,0.5837490368782583,0.7273725532968515,0.6714328591973566,9.878259498938036,1364225.3769424276
2023-04-02,14806064.709127635,171029.62955154103,7611557.37587033,63644.993863124466,7236020.396251923,54974.476659294116,7959729.499726827,74630.87306621915,0.5114008087118618,0.7286327125031303,0.7267980607127887,9.707365121782093,1352009.901285789
2023-04-09,14928090.355926352,158193.38208629048,7341447.272541359,62104.765657850614,8845815.304652996,65490.04293984961,7284705.404434325,75525.38047108662,0.5808133988669554,0.7617708650908369,0.7788560357982723,9.878783844842918,1361417.6347976285
2023-04-16,16095190.7827099,170503.51606066275,7278177.170310588,69336.1110597828,8425021.197298104,64374.08865103823,8442614.353376027,79089.99472152852,0.36189896103809505,0.726990762773721,0.8268476619527105,9.812850881265476,1325718.752434437
2023-04-23,15462810.217753273,174187.79494875862,7747287.904105182,69572.3685544373,7924944.602417627,55469.73227635184,7515718.771073494,72344.34445870627,0.5254041236054117,0.7243011384003388,0.870073113199041,9.634561987165693,1321578.4273942702
2023-04-30,16762818.791814726,212356.6698775144,8061746.67779709,75302.76309165389,7417559.829451856,59915.38285303223,6807107.565589975,75888.48604170956,0.287942825464253,0.7373342764319735,0.9079020651228529,9.8878918007993,1331938.4535267607
2023-05-07,15237877.328324372,172466.6544584295,8106711.481278766,73075.18778396289,6488950.597852276,48453.899508634175,7182952.7718091905,71007.73011063291,0.48331609079769494,0.6918711566421951,0.9397828864217156,9.669343520614458,1327614.7228786706
2023-05-14,14484692.898982028,151333.17349686404,8645314.688600557,77936.45779233432,5516723.037483528,43840.94744264908,6659407.689963547,67462.8613882578,0.36441385378028157,0.675992125177065,0.9652506829317344,9.629621637739955,1270779.572597834
2023-05-21,17436824.088204995,197523.99200880327,8282910.27080899,78432.0527240071,5958431.990986108,45505.08219958729,8552323.169424292,89987.89194152561,0.389670508611535,0.6688848905109345,0.9839340768313101,9.695476298444737,1295915.3558188332
2023-05-28,15350615.306685466,173601.5438038991,9541008.917156355,83407.28657762046,5528123.085477875,42470.91834715221,7783062.192911648,80145.37570631086,0.6854139762815656,0.6410249906136587,0.9955606221660476,9.752497601392962,1326119.1561868181
2023-06-04,15438874.736966806,148401.2329329966,8615691.806781802,77955.29975621217,6897580.225734461,53303.85790316852,6973462.406493897,70363.98841308578,0.6636965180891403,0.762217307976049,0.9999607777242663,9.49625916058338,1340676.5564482713
2023-06-11,13557678.584252989,155398.025074593,10994054.503638104,96405.35067288879,6632304.754729411,50930.02150500494,7973441.422970407,81480.41133460388,0.5913707181360766,0.6686716169317095,0.99707037932964,9.562790056404253,1339541.8359586892
2023-06-18,14284567.122965006,161963.36205565423,9811660.968964333,86173.38388274904,6717795.179952395,52110.53579295652,6834986.165918395,78206.2490248177,0.33615308529911314,0.6970703661165792,0.9869315754993728,9.557458773087655,1289752.592562724
2023-06-25,14765589.9632768,177000.21297654408,9035723.54772294,79924.71501134391,7513671.140638381,60347.25955765287,6076149.495811665,60551.43470338972,0.4525387325457797,0.6980187247159034,0.969692212823908,9.541630168137095,1296398.9777931294
2023-07-02,13142866.651512787,168153.37487265497,9111202.56043665,83012.77593836412,8293648.439843105,62854.31429581959,7842705.027589631,79373.3465787253,0.6819646549968775,0.7187973807432936,0.9456036800307176,9.448109889749452,1315292.8008969836
2023-07-09,14596230.579072282,179367.17371285014,10373623.317391004,90879.43092409051,7726622.277555369,60140.94877296682,7116453.767548359,75650.69773639935,0.5212575370459858,0.7378888371888007,0.9150172421705786,9.352923043296922,1306610.43870129
2023-07-16,13308177.614979073,150539.14965546536,9994331.68048551,96224.20673876116,7375997.189104015,55055.222826750156,5979597.38279378,63762.33381313353,0.8478994309972541,0.7436059330559379,0.8783789183821512,9.267636402104248,1291626.5408431794
2023-07-23,13448970.513059193,144246.0168771588,10698541.245169409,91501.37464601212,7677663.40880347,62005.169665803776,6692218.022329119,71688.4995856444,0.5589976759091557,0.7051440819671656,0.8362229779285909,9.321960981033405,1282694.522356345
2023-07-30,12926848.423975317,171944.55935758946,10508326.041776042,93593.08029357922,7168363.519650747,51823.276036158895,6285871.985645333,65267.7057018763,0.5288073674735048,0.7228664532604676,0.7891641493486218,9.171805687074736,1268665.8063817087
2023-08-06,15465703.31722781,178496.68646008504,10035991.839392435,88117.35789834839,6167397.936211537,50698.33104525615,6040485.997818328,56262.27687571166,0.4536325303696248,0.7419237606220538,0.7378886563301925,8.95577992747589,1227185.7709056519
2023-08-13,13275742.406445956,152800.4828580668,9340957.983076775,90826.70165778576,5793763.480297408,43360.15983507584,7931109.120408632,87084.04543812407,0.5200311357173424,0.7317932750712635,0.6831442110238669,9.26414231109168,1266897.2131630625
2023-08-20,12014426.427677115,137963.0095593857,8665797.99622544,78843.83396025025,6059991.487442648,41981.74218010776,8847203.475412318,82386.86418704047,0.4771295245429184,0.7934387236354676,0.625729110715966,9.287527108343806,1286174.689785678
2023-08-27,13996597.146511754,162901.62600301675,9163904.47040685,87203.00262766243,5027023.375987487,37960.26887523565,6560027.8910108395,66791.45716577464,0.6062163015032885,0.7659816795337834,0.5664805968565256,8.941904147994611,1191148.9216192362
2023-09-03,11690584.9077012,133260.3660815285,9798527.565978058,80908.59596073882,5348900.945668163,38659.60595062472,8235120.972302746,78624.27800018992,0.6435053475191876,0.7793145759319131,0.5062626461936507,9.062980695058997,1259346.11083744
2023-09-10,13233653.86637637,146872.86835858753,9059929.533865772,82749.09410017975,6260903.308891717,49062.050007672675,7533698.537310908,75047.06599236117,0.3821015809238076,0.7830645044360983,0.44595337204702074,9.216525876420494,1237486.6177484652
2023-09-17,10847765.340587057,120596.7631884668,7754289.02937278,73237.82842370251,7115627.709254827,51509.67611107191,7864561.333062895,80196.95661453134,0.3003150569663333,0.8040999402441088,0.38643221943835243,9.356053239464998,1230070.458513191
2023-09-24,11571011.27588374,132801.33775136905,8485492.810881488,76718.54539765701,7924661.855351528,58020.62278166168,7987880.406099179,81418.98186378408,0.22456919403450554,0.7797684872111722,0.3285671408026436,9.153175665046168,1226150.7997817518
2023-10-01,13305874.381204825,147956.03616561688,8408894.85673076,80159.80993349414,8984224.535581157,60591.260738482364,7975260.122925601,81771.55788902842,0.5761986990368816,0.740520097424092,0.2732019392872114,9.084176403632652,1255723.4024179
2023-10-08,13986813.266304266,153869.04396751444,7345407.167938431,64208.81736681635,8650521.991959265,63313.840634987966,8834579.841546252,96899.67504408344,0.33449500907391894,0.7960738262541183,0.22114396420172755,9.149569509289952,1229380.3871173607
2023-10-15,13474798.044433998,155964.06558777098,7956851.943948264,77218.65195510395,7806480.401745968,50979.81642928429,8329238.787677487,85558.94517420234,0.17706641105712756,0.7687036031012129,0.17315233804728952,9.321072612419595,1244850.1013089027
2023-10-22,13295862.439251797,150529.31864581606,7842005.203607255,79592.03235645784,7506906.186196979,51545.71243489341,9284888.758406332,91488.70726508305,0.5582867906796446,0.7759892435186575,0.12992688680095893,9.139328413331302,1265769.047232004
2023-10-29,13251639.208891857,166345.11162243693,7022861.086944003,61931.66737901879,6357491.1614155015,49614.91549279553,9145937.894441016,96749.86776400586,0.8739499276149185,0.8124318642499734,0.09209793487714718,9.14866293398139,1294039.7813793304
2023-11-05,12136921.999198124,117052.37334009181,8163479.07399155,71652.8864104911,6484877.461807721,50674.90805888579,9075320.733817525,97230.10305241637,0.499089363269016,0.8343287536145274,0.06021711357828452,9.208922969487533,1276322.9316409854
2023-11-12,13169944.400314972,161516.91979028934,8458835.582733106,82276.49040981552,5912310.2636512285,45348.501821099926,8612282.601034557,79779.32275402657,0.6257736161677463,0.7994697321048468,0.034749317068265395,9.194020257732735,1266654.2742906252
2023-11-19,13668686.909552947,169112.543311075,9031944.81671715,88420.80757758599,6118926.0923799435,43525.20347168868,8865313.563894162,91830.81900432838,0.5122744037821347,0.8090358240464034,0.016065923168689877,9.336847652877838,1269945.6372935865
2023-11-26,15563865.211620152,156395.47365782858,9261196.499570666,80929.61376951735,5430578.0846517375,40625.69553686657,9835757.472794563,102495.5137518882,0.4851665520213286,0.8510507600441184,0.00443937783395254,9.524833979396865,1279295.4811818933
2023-12-03,15013386.40671522,169052.5127905239,7836583.032478411,68882.83285164344,6601327.633269688,49500.44463318326,9583351.958452107,94122.52611490776,0.6378614724481653,0.8066915013068178,3.922227573377457e-05,9.434466584830384,1290607.0472651054
2023-12-10,12935754.2400132,145397.76633009833,8433458.559084784,74712.91762105655,7724172.346157476,54352.329196570536,8381669.783445923,90735.12997126805,0.4564588183717023,0.8762826255220519,0.002929620670359956,9.418142578367913,1274879.4378698263
2023-12-17,15473104.246391566,162695.69620723417,9734218.51257489,81064.3790862987,7183674.26137057,58197.52643427644,9067633.92300282,89859.94975124087,0.5401088471107854,0.813257314544794,0.013068424500627063,9.456241750053849,1324849.0552196456
2023-12-24,14932834.376946105,163597.08989488662,9995384.002852883,85367.31654063705,7983684.557077137,62679.46768617085,9409251.846442647,94801.46675044457,0.548254670929402,0.7408539935127545,0.030307787176091783,9.371361311719554,1269166.4907220786
2023-12-31,14846426.212986125,159192.24380879727,10221360.689493664,86860.40372544416,8473836.589176174,62804.80869838336,7424330.869336118,73472.34320077534,0.3997864319535427,0.8130250688241154,0.05439631996928235,9.657845243492988,1310377.598002972
2024-01-07,16489881.158832911,209859.94528571217,12732804.67017908,109707.13382025674,7832249.930152158,58826.105120375985,8897060.288912453,89053.76752447021,0.6488063524304784,0.7980180307338615,0.08498275782942138,9.602590453093466,1339070.4819671158
2024-01-14,17165219.30085579,208642.80932925554,10550378.987698821,94770.44153575129,8056100.559398967,61092.25533776241,7793048.807266226,72804.49291764366,0.4737560364956887,0.8209008542173367,0.12162108161784857,9.631556584471817,1319715.467237769
2024-01-21,17254574.49319602,213785.70614790003,10993636.847431364,100230.16748379466,7527451.781841894,50308.26405446654,8510930.831481589,77755.60424147148,0.3866382260760733,0.7975590354138651,0.1637770220714092,10.005964164055719,1384908.48919028
2024-01-28,15488135.027027445,185937.7008720103,10844860.939019803,106011.2295664034,7072624.7124868175,52345.408198057936,7301353.4803813435,79998.76185953143,0.5804764765355606,0.7679662158064269,0.21083585065137833,9.750855702563271,1325793.400385792
2024-02-04,16231669.072295684,173835.71803027924,10542945.954166304,89623.71724018043,5994454.640696718,43323.1603491084,6314220.859492698,59933.467987285585,0.3652298027313444,0.7298246908039142,0.26211134366980726,9.67690591916513,1296807.0586829884
2024-02-11,17073800.420886237,190079.81679997206,9713025.114476416,92197.60011886011,6115869.992217631,43418.71383678382,6249911.864261971,58781.44975841639,0.5042271736053693,0.7544752934246494,0.3168557889761334,9.736877909703534,1311015.525723779
2024-02-18,17895191.19030599,211924.91462431086,10257469.507850833,91219.7335483258,6232857.917469728,46045.61110657605,7323030.653115905,63768.701445137005,0.49863215050336945,0.7292660300188532,0.37427088928403396,9.917710946684489,1327348.7238381016
2024-02-25,16381110.595171936,174368.90428525137,8935487.286677469,80198.39440572161,6911521.543027523,56806.31123587875,7316624.251490672,70361.21670355479,0.6628843348747367,0.7313318655212226,0.43351940314347404,9.833129649504981,1342419.5994954836
2024-03-03,16762262.203000477,201132.04198031957,9033275.385233618,84347.39362113479,6887278.435968311,53420.05355746174,6301204.418653053,58009.808635034075,0.5712047349319929,0.7603891097821998,0.4937373538063499,9.692218436638273,1328683.2492511116
2024-03-10,15779127.61672223,178805.4800033519,8570309.429494258,72321.7473014002,8127460.650088312,59099.06097021559,7342427.662885918,80658.10314965717,0.4962459561882284,0.7869190687544662,0.5540466279529794,9.937312443137545,1358311.106987323
2024-03-17,15680770.23665645,176214.6224473769,8683618.0720416,79812.91273981874,6755592.441990295,52214.1976789846,5530819.888480961,58659.26874968813,0.6226649448800431,0.7429444213751404,0.6135677805616473,9.782881898952272,1333307.2590206752
2024-03-24,17861762.474961605,214299.56711893837,9984527.159457121,90691.71773194152,8289580.351581266,66811.8803696602,6672552.797822377,63970.496271600925,0.708531132352597,0.6897856676888834,0.6714328591973561,10.036233483343127,1367156.371257792
2024-03-31,18402537.009679116,217352.07603347496,6832087.056106349,63171.01845825379,8144415.298293878,64095.35502217712,5792099.819815546,65748.79801152398,0.5836715459527794,0.7339130241838369,0.7267980607127887,9.9510281088159,1364331.156209245
2024-04-07,16746288.837952321,188350.93106497754,8444489.506541384,77221.34634842264,9516415.143469438,71600.10051814839,6223394.153933246,65899.8896946986,0.5015528929765071,0.7518157568978304,0.7788560357982722,9.787408657033689,1323438.509713807
2024-04-14,17817593.252556197,219361.8492217334,6720343.259953638,68733.31921278943,7385046.560741344,53476.785915475426,6793081.002025933,66606.8464801548,0.3032245651474761,0.6934622029554508,0.826847661952711,9.944516665668734,1342824.0992279698
2024-04-21,16974724.077673532,182363.8007056957,7470906.794642451,64855.9131610029,6973447.52391622,54248.46588435536,6189662.006928861,52614.33411333632,0.3402329505386941,0.7041317410286623,0.8700731131990411,9.802860719808985,1320242.130024023
2024-04-28,15707514.995894289,187408.79490059192,8585205.713302594,74987.4923738094,6619530.02889146,50688.35054657763,6654169.017511532,75688.28162757421,0.45421629434679983,0.7055997021545554,0.9079020651228528,9.856695232865805,1319513.1435850624
2024-05-05,16634238.977456959,198199.79988476855,7958023.935114576,69142.73180391711,5116378.779401397,40204.89988327603,7832305.402952412,71792.92046598827,0.4085731696761075,0.6792727891360145,0.9397828864217155,9.791275960023711,1317598.1479919418
2024-05-12,17730067.193563413,200053.9773079835,7311865.069724827,63775.99875521382,5758197.6148568215,44649.460012813935,6803807.05761754,61321.085211891186,0.4719543045521831,0.7206168282125508,0.9652506829317347,9.626011215942308,1303016.348742818
2024-05-19,15785201.79937034,185133.47359143014,7773096.350012477,67480.63137370667,5415722.7981502805,42891.555613413286,8041910.079108577,85353.15246935181,0.5084974887345661,0.6966007218733321,0.9839340768313101,9.611064395489898,1316758.1845704129
2024-05-26,17320077.258616064,184012.3198124769,8999253.487400506,86343.41196867778,6066034.159170281,44196.55416317025,6761673.430381982,77514.81971741267,0.5794539131535096,0.7126016616121496,0.9955606221660475,9.740629948208207,1363323.3318374278
2024-06-02,12482874.097311366,151627.21117937227,8289694.947846379,80495.02797459532,6485893.783268083,52061.99456667541,8210247.17822128,88921.60498345144,0.4894251832911363,0.6739063287437763,0.9999607777242663,9.564363809270565,1272903.837028515
2024-06-09,16028994.343900535,182258.7782454023,9241457.099732753,80535.85020333616,7947403.09819613,60233.68472068486,9102856.929645702,94108.47972115244,0.5729752465739303,0.6886441188936576,0.99707037932964,9.516257225095258,1315621.4723756996
2024-06-16,14979139.895004697,166779.14991706813,9405594.113461496,80735.94768180547,7872143.85268846,65575.7797436282,6376171.995790949,66037.07354453026,0.509671162221518,0.7253794155589856,0.9869315754993729,9.419064865119664,1293306.1944962041
2024-06-23,14314667.029083492,175130.02327926434,9179613.593890268,84780.2286699004,7347584.561532268,53081.33790261561,7834504.407675475,82356.69685086064,0.2036800150469193,0.6951381291498181,0.9696922128239078,9.514679513970126,1282880.6298748075
2024-06-30,14509896.440866373,159709.84126397615,11361588.171607155,99117.22814046862,7441273.458187517,60976.6634855535,9056057.295570867,94684.31343112212,0.35909969092718685,0.7613840953460226,0.9456036800307177,9.636718226146042,1326693.5202438247
2024-07-07,11996636.95283106,126133.56577334598,10479635.942343384,97633.17099429216,8412790.69835718,63761.9230369665,8645904.581055388,87917.73834294407,0.47838686664175767,0.7014276352441838,0.9150172421705781,9.282872535779827,1259919.9031371686
2024-07-14,13727241.097268494,142905.51584378458,8733155.819553282,79484.48155621397,7052288.861658774,51054.57128997114,9230810.780014249,92885.2242043315,0.31854578857383387,0.7245322701777023,0.8783789183821509,9.352817369836396,1260975.9508509669
2024-07-21,14162657.466494717,168878.45881822603,10329258.919643544,85135.07356692571,8709714.919139054,63637.05882633373,8629057.249034587,85966.5006799212,0.5899893094994306,0.7506141300804263,0.8362229779285908,9.45456864827031,1303040.5037182139
2024-07-28,15214409.14664332,161329.02194982316,9713809.17923669,94940.36772792845,7775771.326898911,57321.905986259175,9248558.817132542,88301.73666362425,0.7296126248515546,0.685329132686069,0.7891641493486217,9.271055449148726,1302829.078958318
2024-08-04,12858100.074166967,163662.47429398476,10683675.412609603,105746.36578353902,6191946.8263347065,47490.16639177533,9137773.842423275,89838.89119886475,0.6828142777545975,0.6806220977479815,0.737888656330192,9.293152155450326,1280673.4852728783
2024-08-11,12401246.390475176,124541.36980214504,9378949.06882177,81536.8846603944,4986400.935040246,38440.83395936682,10168791.893810611,91358.72362084922,0.4679835693604688,0.693484319419667,0.6831442110238666,9.114246977861225,1258536.7827553565
2024-08-18,12625975.701585617,160192.31238761576,9645875.544478716,84943.01940253707,6789176.071367703,49360.84039970443,9488707.694296323,94327.2073589103,0.7236089205274928,0.7830958794576833,0.6257291107159662,9.239964333955951,1291146.459945454
2024-08-25,14098740.072670527,164218.06713032915,9829956.03214009,89874.62640022898,5893827.298546545,44146.288034813995,9522416.049981646,89575.89500445465,0.5223001185803168,0.7346966866078622,0.5664805968565261,9.15948296504834,1241818.6539589826
2024-09-01,13395139.143294979,153137.26023455278,9805077.045870714,89885.38071000512,7068333.001795673,59069.4096232855,8898756.343141973,83095.2199693412,0.4494371043322941,0.8340142209204662,0.506262646193651,9.262526765097977,1254791.668239222
2024-09-08,12421167.687727395,138105.456461417,8069856.42803559,75285.88671830774,5691514.0744894575,46619.29006543746,8749131.548990468,88435.66604590614,0.407989600468859,0.7462506384163542,0.4459533720470215,9.273349055476451,1222470.9904281152
2024-09-15,13567996.653279502,159822.79573732658,8392155.309382506,83964.37213091897,6864774.592947582,52683.914903858844,8668716.053066187,93927.28406998601,0.45462954702678077,0.7744322636154602,0.3864322194383519,9.40926005669569,1255567.3881610772
2024-09-22,13138801.233954858,150750.0817782195,8031804.444972991,71575.63724060074,7725980.342529649,58062.29821908247,9141550.610697528,96452.40874522376,0.44177347721881566,0.8206011390270973,0.32856714080264315,9.209059611599985,1260800.305399879
2024-09-29,14154836.511334967,173712.56031416656,7681842.228118975,66070.38331122752,8055780.3805110315,60805.13125656221,8360646.469561951,75728.22449934328,0.5255624333563231,0.8396078425075411,0.27320193928721137,9.189556329413783,1270802.759246871
2024-10-06,12402241.625044227,143617.45391728572,9199925.341475993,76454.51111338596,7800500.680416444,60418.054048615864,8706871.287299816,81898.77398855318,0.5240860971574797,0.845928295000631,0.22114396420172783,9.18729758355817,1242498.13008195
2024-10-13,12925864.573867483,150007.38874918502,8132731.567459064,70222.35520241168,8315292.902248071,58962.76886371398,9846567.225459693,104023.69230237787,0.5004569030230122,0.824495296832762,0.17315233804728974,9.148268341223709,1264275.2208105826
2024-10-20,12991756.58143349,146098.42774070188,6918640.332660523,62153.1661886329,6825313.442235038,50487.18060052619,8736325.35761049,82213.25585828407,0.5655407254619524,0.822569619745494,0.12992688680095887,9.237773215589925,1255308.1254495385
2024-10-27,11972986.831094746,137212.082115559,8465443.658363782,83784.85716791579,6916588.583166233,47258.05055157285,7629280.198662351,75264.52844068223,0.6785969412179512,0.812616752163356,0.09209793487714724,9.199041993632513,1267059.3066945586
2024-11-03,14089028.493373333,165059.467198355,9398537.259656597,82154.44079690402,6575103.160815499,50363.246992241286,8568792.876614045,88515.89827087337,0.6424331203161986,0.8205310937565174,0.06021711357828419,9.274043419332699,1300236.0999470751
2024-11-10,14248933.828947032,146805.0856485662,8789012.096661145,80084.54637697095,6434323.621087503,49923.13440707678,7164512.162908179,67482.49225422865,0.2772653047325145,0.782296013312909,0.03474931706826545,9.421112872119402,1263726.8623937983
2024-11-17,14181014.35991542,149698.6193575305,7210249.970326645,64833.04313997919,6371708.698917964,46556.3258878718,5758373.541736478,57947.81033328757,0.11691182976470677,0.7752248671657653,0.016065923168689933,9.223926364750392,1197578.9551702584
2024-11-24,14142984.916066686,170002.70754405894,8184571.21213986,78524.38559654067,5237260.838266134,42576.80798112727,6365767.642011509,58562.41862261387,0.640147986685891,0.7998830779827327,0.004439377833952429,9.476353989662814,1277951.6118760626
2024-12-01,13078498.471934458,151966.99678727015,9687789.39447901,99430.29912828289,5266578.188034775,36917.100128496764,5576347.946711967,53751.41833117985,0.2949681952376868,0.7943633672464129,3.922227573377457e-05,9.533870164252768,1233085.119813253
2024-12-08,14412388.555870315,163886.32086058447,8594567.461092224,75069.81340890455,7558381.986939834,52260.543015366726,6599848.205771905,67264.7893922924,0.46628518971609745,0.7846352906168219,0.002929620670359956,9.431571075881434,1260466.0574522018
2024-12-15,14739625.911877844,169695.89448082316,9684367.425231187,84789.35113020729,7470372.465654261,56698.488966501536,6790773.719574845,61417.14120707989,0.3244830460910961,0.8171836485995491,0.013068424500627063,9.273237387044542,1242160.1193319182
2024-12-22,14473919.88926027,169971.6875573572,10177977.67461487,96915.52211929149,7236055.688951064,57301.162318936054,7979440.631014327,81903.25152275323,0.22970293436299705,0.8223360325445443,0.030307787176091783,9.466898193879777,1251882.188413618
2024-12-29,15413626.130490074,171432.94276181492,9211975.978974773,86048.56782212542,9033491.778653592,73835.88712255465,6945557.49996051,69373.73772263434,0.5812194092307182,0.7930770267797349,0.05439631996928268,9.699233720434382,1324824.9072531576
2025-01-05,16261493.183603952,178147.69372061794,9994224.877477517,99176.22804544319,8168231.74916831,59762.42891669842,6547945.8381782165,67650.06296037878,0.613873274045397,0.830909181619036,0.08498275782942183,9.608087366564858,1327394.364480335
2025-01-12,18105924.31744183,210700.30120729114,7881868.492165256,73238.03901229128,8676983.615863679,68821.2554863494,7379586.18442624,74787.29803440721,0.4135234398909921,0.7479575981708492,0.12162108161784907,9.54967435260139,1280114.9304509787
2025-01-19,16422201.956283225,177608.3977574904,9481669.550370943,83631.6815148861,7563153.734250295,56607.1548169154,5176620.549135911,56003.18792038493,0.11134365617826353,0.7715538110973748,0.1637770220714091,9.636175915148412,1257352.458753225
2025-01-26,16694579.732367389,196758.59264908877,10000261.998599349,92955.70951622484,8348621.399603366,62038.18050884857,7119296.594265325,71727.87216778514,0.4180633327621276,0.7506152257078559,0.21083585065137828,9.805042414377159,1326378.5950014265
2025-02-02,16489912.178389236,169981.17217430304,9213523.850876853,88029.24809951827,7637882.547790855,59983.83543431597,7655734.691456805,74584.89797583022,0.558770600810382,0.7105575393804036,0.2621113436698072,9.806758380994784,1336574.7375323977
2025-02-09,14598762.309513371,178402.84552957275,11076401.498476803,104231.60851693523,5938111.682437918,46085.26406029569,6127536.2754250225,61724.99218598476,0.2781632646838807,0.7582655705679492,0.3168557889761333,9.755620459407117,1286025.5221489356
2025-02-16,16792926.287477255,198674.0585860551,8725092.088933103,80738.83511826566,6540680.146280517,44930.8303435282,8272956.527464918,85426.37386005442,0.5275039879668734,0.7511292183936336,0.37427088928403385,9.766183934583344,1352354.9387242238
2025-02-23,16974455.487736885,198248.41383902775,9168433.79616588,87405.77230226489,6387772.565191092,51681.01581388388,7862825.876996006,78858.76570514533,0.49770352262405065,0.7941510613126282,0.4335194031434739,9.782626793546822,1340169.2353822931
2025-03-02,19676053.40106449,239809.45030604117,9290566.814051889,89046.81073067288,7153362.911408954,57599.13955841297,7501428.109359215,75196.9784856341,0.5868937249401632,0.7616561081862248,0.4937373538063498,9.743805216020158,1344417.9990901821
2025-03-09,16784499.026869625,212589.6467436515,9918955.215320911,96125.3835041654,6100691.803328735,44228.64242673857,8496266.863731988,81384.08340788317,0.517937055262123,0.7060963288940478,0.5540466279529793,10.006927118626969,1373193.2741139007
2025-03-16,17328299.599712163,211579.56127081942,7621202.668645563,71062.79878104755,7700301.80686652,58971.38621697579,9932925.014239715,95378.52307885459,0.35403965886776667,0.7867270524704765,0.6135677805616481,9.817464260585037,1342251.2497958082
2025-03-23,16929801.12365222,172876.76868092993,9178480.789294133,81839.38205878122,8410547.854165062,64741.13471549119,8568575.540572202,78474.75787070973,0.6794857252496737,0.7622931704156996,0.6714328591973568,9.970619557803923,1406357.4873454503
2025-03-30,15625127.136869727,165693.47512334303,8146335.833634283,73914.61198324674,6882062.328388925,52333.05670442733,8809418.639910715,97341.83878313833,0.4762205640459545,0.7380378752412912,0.7267980607127886,9.99515490743668,1370220.8818169723
2025-04-06,18082605.06765721,200041.11497247353,7277051.31754566,69883.37569009108,7323925.203645199,53317.281512961265,8453667.945932448,78227.55540203379,0.49590431907351024,0.709122289332966,0.7788560357982721,9.93197193641436,1346529.6399791813
2025-04-13,17540833.40083042,202039.9452450505,8172716.801770684,70216.15927381457,6584939.530678131,47618.006773981,8315068.097887171,79693.74863583993,0.36000980613902056,0.6829725129833278,0.8268476619527102,9.773252998223418,1322309.2304413612
