date,price,baseline_revenue,incremental_revenue,revenue_observed,contrib_tv_units,contrib_tv_revenue,contrib_search_units,contrib_search_revenue,contrib_social_units,contrib_social_revenue,contrib_video_units,contrib_video_revenue,contrib_promo_index_units,contrib_promo_index_revenue,contrib_distribution_index_units,contrib_distribution_index_revenue,contrib_seasonality_index_units,contrib_seasonality_index_revenue
2023-04-23,9.634561987165693,1156147.4384598832,1176555.4852511291,2331343.9185680635,33260.501954386076,320450.3678037783,23805.147116367043,229352.16550623692,14436.638686712698,139090.69031344782,17007.757975493234,163862.29847760126,14286.08697512828,137640.19051591386,10756.227056409822,103631.5363230092,8565.852440523866,82528.23631114172
2023-04-30,9.8878918007993,1186547.016095916,1186465.6508024908,2351429.1829480096,33397.30799658519,330228.9679082036,24234.05617016153,239623.72530504988,14063.340408966082,139056.7883216652,16473.724567546127,162890.40608006535,12396.579460503144,122576.03640546606,10785.739602067386,106648.22617683842,8641.023013449178,85441.50060520219
2023-05-07,9.669343520614458,1160321.222473735,1164574.0839538467,2380688.7416247767,33287.85756646904,321871.7298754744,24464.448229379475,236555.15397215827,13324.243628092983,128836.68879238937,16351.705681611023,158110.25938348015,13919.370015624334,134591.17027161233,10391.42276973706,100478.23642852259,8700.7815009207,84130.84523020971
2023-05-14,9.629621637739955,1155554.5965287946,1138158.0001544473,2182492.036601529,33094.24591870464,318685.0665834454,25060.27115167148,241320.92932976608,12273.505966455275,118189.21862550816,16005.700328123636,154128.83820688087,13178.967438042742,126908.47000444669,9834.261497564226,94700.2173081374,8746.47657662593,84225.26009626275
2023-05-21,9.695476298444737,1163457.1558133685,1150120.6548906837,2240444.5227700733,33371.33468305691,323550.9844670451,24996.231474046403,242350.36980705525,12239.048964748403,118663.40915322273,16782.494645649826,162714.2790656736,13255.146215355953,128514.9559634031,9201.088124977143,89208.93183561722,8779.117392336928,85117.72459866665
2023-05-28,9.752497601392962,1170299.7121671555,1163946.1266654748,2259470.4030409437,33283.772886526145,324599.9152411543,26044.579823099044,253999.70225406098,11850.89906946532,115575.86474931063,16817.05430236592,164008.28174631883,14936.284599494491,145666.07973029267,7616.5138457953,74280.03301209495,8799.412564837277,85816.24993224264
2023-06-04,9.49625916058338,1139551.0992700055,1160084.242382138,2365196.169370427,33229.470801684874,315555.66650183796,25736.668271719584,244402.07183821272,12854.34133479886,122068.15665384928,16443.032055446056,156147.29378429576,15050.578583344806,142924.19474416814,10040.34646562251,95345.73209959871,8807.79740167044,83641.1267601754
2023-06-11,9.562790056404253,1147534.8067685105,1176832.852492639,2443650.4912830214,32908.110644569795,314693.353246943,27425.82565820588,262267.4128929678,12973.672850416095,124064.50972900086,16725.938564782344,159946.63899132903,14846.098165547806,141970.119913902,9379.658560740872,89695.70561711985,8804.450542652106,84195.1121013766
2023-06-18,9.557458773087655,1146895.0527705185,1156644.9781879254,2296321.942275342,32767.499265621173,313174.02332835435,27294.005960311413,260861.33671808505,13077.121367443133,124984.0483400014,16318.705787861309,155965.35779763135,13275.18448681908,126877.02843790615,9498.320211437189,90779.80383439615,8789.300767699013,84003.37973155099
2023-06-25,9.541630168137095,1144995.6201764513,1153261.2346993787,2286616.984398628,32736.650032439946,312361.0075532752,26663.367127557245,254411.98816841512,13654.335825980706,130284.62264305264,15659.717848107994,149419.23624402215,13806.193993367933,131733.59711427262,9583.979479414327,91446.78773158659,8762.02428427148,83603.9952447546
2023-07-02,9.448109889749452,1133773.1867699341,1162999.2848296894,2301599.2879940546,32444.810424951604,306542.13424703135,26423.583690856205,249652.92239220082,14296.927366534112,135078.94084478053,16261.972921331737,153644.90718487217,14966.289649771325,141403.1492528593,9977.711068356315,94270.51062199987,8722.032369177985,82406.72028594535
2023-07-09,9.352923043296922,1122350.7651956307,1157217.3009661003,2359025.486423486,32466.47323284317,303656.4256340416,27258.556414489685,254947.18041608972,14189.97313620184,132717.72672934647,16198.820761566485,151506.32397509177,14548.012852887141,136066.44464594795,10397.590632640928,97247.86502279555,8668.44880124322,81075.33454278728
2023-07-16,9.267636402104248,1112116.3682525097,1146960.0180901368,2196227.5393251237,32259.80293157815,298972.123973403,27347.359457928655,253445.3840137295,13945.677716061313,129243.47045338385,15529.836951742582,143924.88225271323,15430.39916362249,143003.32898778672,10646.560343249153,98668.45019429535,8600.076088087419,79702.37821482526
2023-07-23,9.321960981033405,1118635.3177240086,1150102.0946142399,2284961.311210391,32124.48692837037,299463.21368198626,27866.04071229516,259766.14421590377,14038.422021728842,130865.62232183634,15559.62141401083,145046.18370106077,14847.332603961282,138406.25520655216,10424.300616629307,97174.92360278087,8515.349082197094,79379.75188411992
2023-07-30,9.171805687074736,1100616.6824489683,1122726.6192995496,2288389.2752902517,31922.495934113027,292786.92975411797,27966.008619551543,256498.79690158393,13761.63041325266,126219.0000876914,15334.324469129078,140643.44437340737,14549.393233968447,133444.20760679847,10464.514732764768,95978.49573844926,8412.274253283838,77155.74483750109
2023-08-06,8.95577992747589,1074693.5912971068,1083541.1786024955,2190679.1357163466,32238.954080922897,288724.97784074617,27697.91099612587,248056.39533211777,12970.256473194122,116158.76257684614,15053.511987136782,134815.94049241728,14073.920186274576,126042.93190513559,10665.012758936628,95513.5071927589,8288.352758060038,74228.66326247352
2023-08-13,9.26414231109168,1111697.0773310016,1118306.0623784775,2242686.167716871,32076.677662299262,297162.90673055593,27084.901559818318,250918.3825320659,12359.887121406835,114503.7532417422,16015.542213240007,148370.26225275165,14347.998032581596,132921.89565309935,10687.901798199786,99014.24326549549,8140.485775188842,75414.61870276691
2023-08-20,9.287527108343806,1114503.2530012566,1119195.2098127163,2300779.5163591676,31707.984677746183,294488.7672455177,26274.609958959434,244026.15225499586,12354.369430761344,114741.54099469002,16924.646235645858,157188.11071268984,14165.078179457325,131558.54758351922,11113.6387092668,103218.22078465446,7964.861838216537,73973.87023664916
2023-08-27,8.941904147994611,1073028.4977593534,1068507.9322086808,1967864.3169443174,31811.934411443955,284459.2682694232,26287.85252537127,235063.45753848797,11428.938078148849,102196.46880817275,16297.134956579512,145727.4186686663,14743.454487642652,131834.5568388216,11168.308101514189,99865.94053901154,7756.829015177136,69360.82154609739
2023-09-03,9.062980695058997,1087557.6834070797,1088515.092805423,2220325.9570674296,31428.89048583958,284839.4277402875,26782.190137617006,242726.47218862237,11389.854610595883,103226.03245535919,16775.544567486093,152036.4365642283,14956.83875537821,135553.54089910295,11261.559599577096,102063.29724722354,7510.761415139046,68069.88571059916
2023-09-10,9.216525876420494,1105983.1051704593,1097406.7381577212,2160154.3318190537,31452.251579513686,289880.4905542752,26438.85353008779,243674.37770294544,12205.036363467703,112488.03346655317,16694.75556589011,153867.64667354128,13730.541338178868,126547.88954058681,11328.076748852985,104405.51248588088,7219.942592922259,66542.78773393847
2023-09-17,9.356053239464998,1122726.3887357998,1091968.5755168865,2093066.160510787,30953.449160632816,289602.1182919538,25187.5515554884,235656.0733249189,13119.484174620267,122746.59241206573,16807.77129799743,157254.4031008157,12325.079530854124,115314.10027131147,11442.67396112449,107058.26678212057,6876.512957655997,64337.021333700424
2023-09-24,9.153175665046168,1098381.0798055402,1051709.5740026808,2183064.611751455,30721.73447177325,281201.4323550449,25233.979488956415,230971.04699059,13923.612281440042,127445.26910401495,16925.935913644316,154926.06471290014,10203.181315931975,93391.5109270423,11421.043052986239,104538.81334203824,6471.572133948723,59235.43657105035
2023-10-01,9.084176403632652,1090101.1684359182,1085071.7654401725,2264811.280510873,30948.864734532675,281144.94674066047,25187.28176986047,228805.71072541334,14737.903712747564,133881.71714635147,16984.060267041667,154286.1995157348,14345.350938707996,130315.6984992407,11247.293003168445,102172.39370412541,5995.6012178348265,54465.099108646325
2023-10-08,9.149569509289952,1097948.3411147941,1074924.8528318976,2163913.4481572225,31261.63276565869,286030.4819632905,24178.747120243945,221225.12742421622,14829.038347682736,135679.3171180494,17389.7413364512,159108.647106433,13012.768972622232,119061.23422333872,11372.240344605201,104051.1035093168,5439.484495606075,49768.94148725278
2023-10-15,9.321072612419595,1118528.7134903513,1049588.9447393345,2230095.9821857354,31378.71878123307,292483.3162445679,24296.895099499303,226473.12347877483,14432.724700757743,134528.4749308248,17392.143975713887,162113.43688328518,8972.127377831528,83629.85077664549,11334.708502837813,105651.64099556106,4796.56186457597,44709.101429675335
2023-10-22,9.139328413331302,1096719.4095997564,1070891.71538562,2272454.893643023,31427.795041921283,287228.9401949838,24239.144349790702,221529.50067088107,14113.912894153926,128991.685136824,17777.56498633571,162475.00479946166,14208.168001606979,129853.11351847129,11341.143817306749,103650.4379291882,4066.276147993679,37163.03313580999
2023-10-29,9.14866293398139,1097839.5520777667,1063208.7997896862,2246296.163250388,31455.16076334388,287772.6633580299,23389.560536248115,213983.205520087,13254.051744381477,121256.8519188942,17924.923735297773,163989.08537156196,15453.613552834628,141379.9015068906,11477.448247444412,105003.30535808436,3259.9066083593384,29823.786756138066
2023-11-05,9.208922969487533,1105070.756338504,1059271.4197249296,2270825.508008429,31240.5565480553,287691.87877496064,24155.45757195345,222445.7480728437,13006.746783237264,119778.12921046173,17977.97223557283,165557.76146497577,14628.735252525217,134714.89608153148,11608.983790558083,106906.23748127877,2408.182662875669,22176.768638877402
2023-11-12,9.194020257732735,1103282.430927928,1051785.4644771516,2203047.949314276,31298.646734795886,287760.3921193339,24759.41329059821,227638.54736333707,12471.24507561245,114660.87986433049,17833.909121672306,163965.3217392198,14880.446525574132,136811.12680023725,11586.542008419288,106526.90194247826,1568.6603078870507,14422.294648214813
2023-11-19,9.336847652877838,1120421.7183453406,1065992.8029584973,2191362.3974085147,31446.302627283105,293609.33687723445,25523.032418918305,238304.66533490233,12441.915900006712,116168.27326828112,17849.733343976124,166660.24087719875,14482.793924854768,135223.64046439365,11599.180094699299,108299.77744250049,827.5671812643155,7726.868693986453
2023-11-26,9.524833979396865,1142980.0775276239,1088256.5373069309,2124005.6715780105,31926.474333272352,304094.36757189437,26036.614795908434,247994.4333165358,11840.037479570652,112774.39130274697,18211.45762429031,173461.11039418646,14242.276799107882,135655.32200011838,11709.211862306785,111528.29901805651,288.57339764006554,2748.6137033920995
2023-12-03,9.434466584830384,1132135.990179646,1082458.7433543557,2198246.872824016,32160.6800195477,303418.86098984495,25058.101123500954,236409.81772897043,12622.087051180191,119082.65851517979,18312.88399839752,172772.29215475643,14867.10022480748,140263.16028427045,11668.790593220556,110088.81493712244,44.85030927892625,423.1387442113378
2023-12-10,9.418142578367913,1130177.1094041495,1081260.2755052412,2155493.773541997,31952.459626721735,300932.8204940097,25130.017414280806,236678.0870045652,13654.348902092164,128598.60477468537,17942.602815475824,168985.99154317685,14188.57187644334,133629.99291576454,11794.374429861613,111081.10000309344,143.730970165524,1353.67876994605
2023-12-17,9.456241750053849,1134749.0100064618,1105467.8383303587,2386118.321912202,32261.36846710928,305071.29941254953,26253.555869641812,248259.97110187818,13632.346311496907,128910.76234196965,17984.75889392651,170068.22791740016,14466.296859872036,136796.80033499483,11739.570168615048,111012.21355614431,565.6119848449952,5348.563665422068
2023-12-24,9.371361311719554,1124563.3574063464,1113740.2136518157,2226492.995796189,32388.576891806857,303525.05642553273,26914.146055270383,252222.1870803303,14114.537908987422,132272.43449308374,18131.118558894905,169913.2630010281,14552.355574154533,136375.3820220182,11511.416445660714,107877.64272195703,1232.9316439241595,11554.247907865658
2023-12-31,9.657845243492988,1158941.4292191586,1150480.755426831,2317958.1420672834,32467.172029372814,313562.9229535468,27356.52034787926,264205.0399202849,14535.80181101279,140384.52438084665,17454.70560499107,168574.8455037334,13699.81467262827,132310.68997277837,11567.672797599693,111718.79370658142,2042.2711786926427,19723.938989059556
2024-01-07,9.602590453093466,1152310.854371216,1183052.4715550786,2374000.887585982,32792.57046753373,314893.62410393415,29112.0346606795,279550.946102767,14335.85500647803,137661.3444221381,17658.33085596196,169565.7192950261,14848.113850841703,142580.3563105374,11556.932453402775,110976.48924409153,2897.5506362057595,27823.992076584324
2024-01-14,9.631556584471817,1155786.790136618,1184868.3204124228,2343716.859217065,33122.05211020808,319016.91909329325,28569.87057385047,275172.32504307706,14386.657098373036,138565.90190437302,17318.913732688437,166808.09759797467,14279.16206322552,137530.55739079992,11614.189440051969,111862.72277463558,3728.5558459124923,35911.796608269346
2024-01-21,10.005964164055719,1200715.6996866863,1231407.3708395995,2555800.2527608224,33365.77812675979,333856.7802421926,28585.42138817886,286024.70202454954,14108.48159723641,141168.96127118712,17429.44804741,174398.43256165535,13499.908400418837,135079.59967262566,11584.50526198039,115914.1445096907,4493.794882778462,44964.75055769826
2024-01-28,9.750855702563271,1170102.6843075925,1206235.0252447785,2331948.9548088224,33298.859923988486,324692.3781786787,28502.05897774476,277919.46431793715,13727.713835167287,133856.95673279767,16965.569635418142,165428.82142675127,14561.97300207353,141991.69748784107,11474.734457594974,111888.47992123921,5174.646074012695,50457.22717953333
2024-02-04,9.67690591916513,1161228.7102998155,1171591.415894911,2346439.651843276,33352.25145067783,322746.59948054806,28276.731281855475,273631.26831602905,12826.411061466079,124119.97312234619,16194.606919133268,156713.68755431328,13412.37519738734,129790.29293766113,11241.072164605994,108778.79776743811,5767.42165138152,55810.79671657496
2024-02-11,9.736877909703534,1168425.349164424,1178283.8839167757,2294438.355718735,33505.72371050326,326241.1410454291,27626.95340378086,269000.2723096827,12567.087477931698,122364.19645318504,15684.174390220796,152714.89115207875,14164.283737549615,137915.90143091985,11187.546479215063,108931.7741772507,6276.725241396218,61115.707348229414
2024-02-18,9.917710946684489,1190125.3136021385,1209507.5881427878,2304605.818275851,33722.061490528315,334445.6583893801,27692.918040638888,274650.35639728064,12567.456688083925,124640.40276739313,15998.03777425372,158663.9143591881,14249.546461880707,141322.88293028352,11013.338679426792,109227.10958049478,6710.950145307259,66557.26371876766
2024-02-25,9.833129649504981,1179975.5579405976,1206030.8127200524,2342215.8222124516,33688.779630446326,331266.13783978124,26783.702679949838,263367.6209457408,13083.3667545356,128650.44154937177,16160.443574023559,158907.7368568833,14950.089725787697,147006.1705454028,10903.74352557885,107217.92375196736,7079.615922119935,69614.78123090508
2024-03-03,9.692218436638273,1163066.2123965928,1184618.578777492,2345076.269419754,33712.122593435255,326745.25613830285,26418.80152597435,256056.79522393594,13235.436246963074,128280.73920976598,15693.154275046218,152101.47919361168,14748.77363961981,142948.3357877277,11023.422149754988,106841.415394702,7391.966895691995,71644.55782944574
2024-03-10,9.937312443137545,1192477.4931765054,1220488.855606683,2381889.594146651,33603.76419658364,333931.1040869705,25874.98274830412,257127.78803069182,14078.206373460433,139899.53537204664,16013.263247496687,159128.80012458595,14368.529260654674,142784.5646114896,11223.725514644282,111533.66721503496,7656.335312109925,76083.39616586333
2024-03-17,9.782881898952272,1173945.8278742726,1190608.7386929307,2315436.550868773,33507.38084613201,327798.7495609249,25715.431774005887,251571.03202566432,13510.555244257608,132172.16634384246,15142.268925124463,148135.0285766676,14830.87492465697,145088.6978460518,11116.832813957439,108754.66250934289,7879.927676392844,77088.40183043659
2024-03-24,10.036233483343127,1204348.0180011753,1243365.9085950274,2344446.041364853,33719.020639591974,338411.9639686109,26684.07169772329,267807.57384461915,14251.70944264264,143033.48350312747,15338.454268295134,153940.3083101909,15155.330804964486,152102.43847592612,10670.290178678248,107089.52356823794,8068.825526898751,80980.61692431499
2024-03-31,9.9510281088159,1194123.373057908,1209012.0006899007,2397143.955507621,33935.388671108965,337692.00654979795,24475.2986825312,243554.38516153273,14405.702407893783,143351.54958818792,14896.94893077796,148239.95754576643,14846.139610173721,147734.3525682438,10708.629225480787,106561.87042964675,8228.082360071629,81877.87884672504
2024-04-07,9.787408657033689,1174489.0388440427,1198762.8850261578,2266119.5081935273,33895.54101900519,331749.5116042519,24883.576193403893,243545.72905327866,15125.99902913556,148044.33384404457,14925.096789068124,146078.02152039108,14421.856482159736,141152.60298398763,10866.186349802358,106351.80634899689,8361.85373872095,81840.87967120695
2024-04-14,9.944516665668734,1193341.9998802482,1179809.8583418806,2427263.704899613,33993.173000436225,338045.6754217985,23396.295680350566,232664.85230815964,14325.686333375214,142462.02648939265,15297.290731595924,152124.16261993552,12676.1956551572,126058.63894998838,10477.065194131876,104189.34943034228,8473.529278016162,84265.15312226368
2024-04-21,9.802860719808985,1176343.2863770782,1154298.1630965197,2336405.574631803,33966.51490787625,332969.0147792264,23462.51792897432,229999.79539375642,13750.038708041995,134789.71434691796,15126.278577438028,148280.80210365538,12587.654440462782,123395.02326894175,10292.297082141604,100893.95478313055,8565.852440523866,83969.85842089134
2024-04-28,9.856695232865805,1182803.4279438965,1178319.3822933696,2257879.067462801,33792.758594399886,333084.9225428063,24588.506345861122,242361.41328253993,13289.718947748119,130992.70939839525,15318.766651036723,150992.41422265736,13728.425520026516,135316.90637799862,10185.877086922275,100399.08612522382,8641.02301344918,85171.93034374824
2024-05-05,9.791275960023711,1174953.1152028453,1157446.8852936653,2310764.0229525715,33774.00742662049,330690.6269899315,24482.318846888327,239713.1399711731,11911.631014255267,116630.06639455045,16089.139514316508,157533.2049439948,13541.754860798588,132591.05882507146,9712.425205236465,95097.03542556016,8700.7815009207,85191.75274338388
2024-05-12,9.626011215942308,1155121.345913077,1139354.8538846755,2242702.0506631616,33894.26727986769,326266.59699215274,23802.602078665615,229124.1145778469,11938.752500791608,114922.5654769793,15933.846700032325,153379.3870476165,13981.877666399125,134589.71123669125,10064.272184346028,96878.79692681105,8746.476576625928,84193.68162657786
2024-05-19,9.611064395489898,1153327.7274587876,1141714.7447800287,2317018.0439628577,33745.85159051716,324333.5527171056,23950.073099971374,230185.69484051524,11636.646249815853,111840.55645451618,16499.716161807348,158579.83453843583,14271.517917187473,137164.47772347665,9908.78450022178,95233.96591266371,8779.117392336928,84376.66259331556
2024-05-26,9.740629948208207,1168875.593784985,1176217.5410711842,2439397.5690136817,33823.8494081927,329465.60050912626,25162.943307088866,245102.9191620951,12115.974061008761,118017.21979037575,16147.162896773958,157283.53849091282,14652.717721407067,142726.7010597788,10051.684647070726,97909.74050320176,8799.412564837277,85711.82155569358
2024-06-02,9.564363809270565,1147723.6571124678,1149786.0800937442,2168262.926967649,33247.07248841266,317987.0968723691,25048.93080799602,239577.08728091966,12617.31342385288,120676.57588132218,16688.477975942737,159614.6747849156,14307.646621328448,136843.5375408661,9498.397471807993,90846.1290254274,8807.79740167044,84240.97870792408
2024-06-09,9.516257225095258,1141950.867011431,1171333.4292531079,2321266.9369411166,33285.540011987905,316753.76063027716,25820.415239443646,245713.7130773153,13794.342751409227,131270.51387353844,17356.406836483675,165168.0319593805,14631.490502824168,139237.02721141314,9394.97160458284,89404.96641167624,8804.450542652106,83785.41608950697
2024-06-16,9.419064865119664,1130287.7838143597,1160533.038759031,2279815.7562995623,33164.705344193615,312380.5108695404,26279.629383579046,247529.5337952357,14101.660300278334,132824.45307420447,16477.632281917304,155203.88728696882,14406.288336477108,135693.76430689474,9991.851285014824,94113.8953761839,8789.300767699015,82786.99405000308
2024-06-23,9.514679513970126,1141761.5416764151,1135748.3335807982,2323379.38487037,32972.14724590967,313719.41393226327,26302.517907100286,250260.02829651948,13895.88719051634,132214.9131800457,16677.461179804395,158680.69823251694,10920.744237058989,103907.38146965248,9837.2252448342,93598.04551133372,8762.02428427148,83367.85295846661
2024-06-30,9.636718226146042,1156406.187137525,1193246.7996864691,2364681.129653579,32852.41492689205,316589.46569889295,27887.21506361675,268741.23368001,13879.18618554737,133749.80647833872,17331.2857787486,167016.71754661234,12572.031624652029,121153.12629696865,10578.77581269939,101944.68168455313,8722.032369177985,84051.76830109324
2024-07-07,9.282872535779827,1113944.7042935793,1161528.7156883338,2224140.8331715157,32342.12196282052,300227.7957175082,27956.689914372193,259518.3889974385,14430.289035937023,133954.53377506454,17491.79429749523,162374.09688572868,13902.813546887266,129058.04604446753,10333.843171228425,95927.74896325226,8668.44880124322,80468.10530487425
2024-07-14,9.352817369836396,1122338.0843803675,1144102.7692129381,2244747.347364469,32237.847671974418,301514.70167258213,26765.946295047637,250337.00742842967,13841.175826430439,129453.98968839824,17807.605168820053,166551.27893812858,12643.923897665369,118256.31105297417,10430.497630421847,97554.53941384683,8600.076088087417,80434.94101857864
2024-07-21,9.45456864827031,1134548.2377924372,1188388.7727754815,2267463.4728437825,32236.25476766796,304779.8836640478,27369.387000494095,258765.74825724846,14575.182852300924,137802.06683817136,17744.464531421505,167766.25803912227,14532.742077119525,137400.807615733,10721.277688124383,101365.05589954078,8515.349082197095,80508.95246161803
2024-07-28,9.271055449148726,1112526.653897847,1165611.4390694278,2351676.87848966,32418.732673801886,300555.8682099468,27198.565007096902,252159.40431807158,14319.386261382353,132755.82402705427,17945.62237986288,166374.8601531931,15170.9548948298,140650.76404650134,10260.326645738536,95124.05725902012,8412.274253283838,77990.66105564065
2024-08-04,9.293152155450326,1115178.2586540391,1156139.6908550314,2272770.1154139363,32141.46731783279,298695.546284054,27793.46269077881,258288.8777122393,13227.207804274016,122922.45471687843,18012.14241802831,167389.58013637803,15147.68854517869,140769.77445371755,9797.379051807156,91048.53425306555,8288.352758060037,77024.92329869828
2024-08-11,9.114246977861225,1093709.6373433468,1105948.1975682303,2325116.904538903,31835.41340391727,290155.8204056157,27158.55495994025,247529.7774667134,11765.95856736009,107237.85231420209,18406.851180539932,167764.58774417738,14354.106968311393,130826.87605582885,9681.423591130511,88238.88570685562,8140.4857751888385,74194.39787483716
2024-08-18,9.239964333955951,1108795.7200747142,1142492.3863070135,2247191.1573217986,31638.458397872066,292338.22717768705,27053.19275233035,249970.53615116808,12746.476520087213,117776.98842921283,18387.330619500342,169898.27912083935,15136.331592327293,139859.16406003488,10720.187706141842,99054.15205806369,7964.861838216537,73595.03931000763
2024-08-25,9.15948296504834,1099137.9558058009,1124507.7877874607,2176388.3728340683,31780.845983406427,291096.11739983613,27138.915628451465,248578.43538868538,12356.928116834664,113183.07258647398,18387.854542657868,168423.2404472615,14604.357618097172,133768.36481843502,10744.057748126565,98410.01391946091,7756.829015177137,71048.54322730769
2024-09-01,9.262526765097977,1111503.2118117572,1140325.1141158824,2149569.577528142,31749.006720360536,294076.024512615,27159.36643054186,251564.3584859975,13131.014988131888,121626.37778047431,18173.935907135427,168336.56776701708,14063.496819442147,130263.51570095317,11324.085089834052,104889.64123483484,7510.761415139049,69568.62863399061
2024-09-08,9.273349055476451,1112801.8866571742,1110349.7669687988,2102892.065036363,31529.613433443366,292385.1109525597,25829.292866488893,239524.04860707943,12339.16534949267,114425.38733908562,17996.901374402325,166891.54836181665,13617.427416122684,126279.15766732043,11203.230418131747,103891.46621626709,7219.942592922261,66953.04782466985
